641,"COOP",310375,"NC","AVERY|WATAUGA","Aurora 6 N",35.38,-76.77,6.1
643,"COOP",314962,"NC","CRAVEN|PAMLICO","Lewiston",36.12,-77.17,15.24
645,"COOP",312732,"NC","HYDE","Elizabethtown 3 SW",34.6,-78.63,31.39
647,"COOP",318113,"NC","ALAMANCE","Southport 5 N",33.98,-78,6.1
649,"COOP",310301,"NC","MITCHELL|YANCEY","Asheville",35.58,-82.55,682.14
651,"COOP",315838,"NC","DURHAM|ORANGE","Morganton",35.72,-81.67,353.57
653,"COOP",311975,"NC","MECKLENBURG","Concord",35.4,-80.6,210.31
655,"COOP",314938,"NC","DUPLIN|SAMPSON","Lenoir",35.9,-81.53,365.76
657,"COOP",312719,"NC","CABARRUS","Elizabeth City",36.3,-76.2,2.44
659,"COOP",315830,"NC","JACKSON","Morehead City 2 WNW",34.73,-76.73,3.05
661,"COOP",317202,"NC","STOKES","Reidsville 2 NW",36.37,-79.68,271.27
663,"COOP",314996,"NC","HARNETT","Lincolnton 4 W",35.45,-81.32,274.32
665,"COOP",317924,"NC","CHOWAN|PERQUIMANS","Siler City 2 N",35.75,-79.45,185.93
667,"COOP",316001,"NC","CAMDEN|CURRITUCK|PASQUOTANK","Murphy",35.08,-84.02,480.37
669,"COOP",312635,"NC","BLADEN","Edenton",36,-76.55,3.05
671,"COOP",317845,"NC","CUMBERLAND|HOKE","Shelby 2 NNE",35.3,-81.53,280.42
673,"COOP",319357,"NC","MCDOWELL","Whiteville 7 NW",34.4,-78.78,27.43
675,"COOP",310576,"NC","GASTON","Bayboro 3 E",35.12,-76.8,1.52
677,"COOP",313017,"NC","FORSYTH|GUILFORD","Fayetteville Pwc",35.05,-78.85,29.26
679,"COOP",315303,"NC","GREENE|PITT","Manteo Airport",35.92,-75.7,3.96
681,"COOP",314970,"NC","RICHMOND","Lexington",35.83,-80.25,231.65
683,"COOP",311881,"NC","VANCE","Clinton 2 NE",35.02,-78.27,48.16
685,"COOP",311677,"NC","HENDERSON","Chapel Hill 2 W",35.9,-79.07,152.4
687,"COOP",318500,"NC","NORTHAMPTON","Tarboro 1 S",35.88,-77.53,10.67
689,"COOP",313630,"NC","MONTGOMERY|MOORE","Piedmont Triad Int'l Airport",36.08,-79.95,271.27
691,"COOP",315123,"NC","ALLEGHANY|ASHE","Louisburg",36.1,-78.3,79.25
693,"COOP",313356,"NC","JONES|LENOIR","Gastonia",32.25,-81.13,213.36
695,"COOP",315996,"NC","SCOTLAND","Murfreesboro",36.45,-77.07,30.48
697,"COOP",317516,"NC","CALDWELL","Roxboro 7 ESE",36.33,-78.88,216.41
699,"COOP",313638,"NC","BERTIE","Greenville",35.63,-77.38,9.75
701,"COOP",317319,"NC","DAVIDSON|DAVIE","Roanoke Rapids",36.47,-77.67,64.01
703,"COOP",312500,"NC","CATAWBA|LINCOLN","Dunn 4 NW",35.32,-78.68,60.96
705,"COOP",319147,"NC","FRANKLIN","Waynesville 1 E",35.48,-82.97,810.16
707,"COOP",313976,"NC","ROBESON","Hendersonville 1 NE",35.32,-82.43,658.37
709,"COOP",310674,"NC","DARE","Belhaven 5 SW",35.57,-76.58,0
711,"COOP",318292,"NC","MARTIN","Statesville 2 NNE",35.8,-80.87,289.56
713,"COOP",312200,"NC","MACON","Cullowhee",35.3,-83.17,668.12
715,"COOP",317994,"NC","UNION","Smithfield",35.5,-78.33,47.72
717,"COOP",314684,"NC","CARTERET","Kinston 7 SE",35.18,-77.53,7.32
719,"COOP",317656,"NC","BURKE","Sanford 8 NE",35.53,-79.03,79.86
721,"COOP",313228,"NC","SURRY","Franklin",35.17,-83.38,647.7
723,"COOP",315356,"NC","GATES|HERTFORD","Marshall",35.8,-82.65,609.6
725,"COOP",319440,"NC","CHEROKEE|CLAY|GRAHAM","Williamston 1 E",35.85,-77.02,6.1
727,"COOP",315340,"NC","ALEXANDER|WILKES","Marion 2 NW",35.65,-82.02,446.84
729,"COOP",311690,"NC","SWAIN","Charlotte Douglas Ap",35.22,-80.95,221.89
731,"COOP",311624,"NC","TRANSYLVANIA","Celo 2 S",35.82,-82.17,816.86
733,"COOP",314464,"NC","TYRRELL|WASHINGTON","Jackson Springs 5 WNW",35.18,-79.67,222.5
735,"COOP",319476,"NC","WAKE","Wilson 3 SW",35.68,-77.93,33.53
737,"COOP",319457,"NC","CASWELL|ROCKINGHAM","Wilmington Wso Airport",34.27,-77.88,10.06
739,"COOP",314456,"NC","HALIFAX","Jackson",36.38,-77.42,39.62
741,"COOP",319423,"NC","GRANVILLE|PERSON","Willard 4 SW",34.65,-78.03,16.76
743,"COOP",318744,"NC","ROWAN","Tryon",35.2,-82.25,365.76
745,"COOP",310286,"NC","LEE","Asheboro 2 W",35.7,-79.83,265.18
747,"COOP",313784,"NC","CLEVELAND|RUTHERFORD","Hamlet",34.88,-79.68,106.68
749,"COOP",315177,"NC","CHATHAM","Lumberton",34.62,-79.02,34.14
751,"COOP",317615,"NC","JOHNSTON","Salisbury",35.68,-80.47,213.36
753,"COOP",314860,"NC","BRUNSWICK","Laurinburg",34.75,-79.45,64.01
755,"COOP",310090,"NC","IREDELL","Albemarle",35.38,-80.18,185.93
757,"COOP",312238,"NC","EDGECOMBE","Danbury 5 SE",36.4,-80.22,256.03
759,"COOP",315890,"NC","POLK","Mount Airy 2 W",36.48,-80.65,317.3
761,"COOP",316341,"NC","ANSON","Oconaluftee",35.52,-83.3,621.79
763,"COOP",316805,"NC","HAYWOOD","Pisgah Forest 1 N",35.27,-82.63,667.51
765,"COOP",316853,"NC","COLUMBUS","Plymouth 5 E",35.87,-76.65,6.1
767,"COOP",315771,"NC","ONSLOW|PENDER","Monroe 2 SE",34.97,-80.52,167.64
769,"COOP",313969,"NC","MADISON","Henderson 2 NNW",36.33,-78.4,146.3
771,"COOP",317079,"NC","NEW HANOVER","Raleigh State Univ",35.78,-78.68,121.92
773,"COOP",310241,"NC","NASH|WAYNE|WILSON","Arcola",36.28,-77.97,100.58
775,"COOP",319675,"NC","YADKIN","Yadkinville 6 E",36.12,-80.53,266.7
777,"COOP",381277,"SC","GEORGETOWN|LAURENS","Calhoun Falls",34.08,-82.58,161.54
779,"COOP",384607,"SC","LANCASTER","Johnston 4 SW",33.77,-81.83,188.98
781,"COOP",380126,"SC","LEE|BARNWELL","Allendale 2 NW",33.02,-81.32,54.86
783,"COOP",389122,"SC","MARION|CHEROKEE","West Pelzer 2 W",34.65,-82.48,262.74
785,"COOP",380448,"SC","WILLIAMSBURG","Bamberg",33.3,-81.02,50.29
787,"COOP",389469,"SC","AIKEN","Yemassee",32.67,-80.83,7.62
789,"COOP",385946,"SC","CHARLESTON","Moncks Corner 4 N",33.23,-79.98,14.94
791,"COOP",385493,"SC","CHESTER|MARLBORO","Manning",33.68,-80.23,30.48
793,"COOP",381544,"SC","SUMTER","Charleston Intl Ap",32.88,-80.03,12.19
795,"COOP",386293,"SC","SPARTANBURG","Ninety Nine Islands",35.05,-81.5,152.4
797,"COOP",381633,"SC","SALUDA","Chester 1 NW",34.68,-81.18,170.69
799,"COOP",381588,"SC","DORCHESTER","Cheraw",34.72,-79.88,42.67
801,"COOP",388922,"SC","NEWBERRY","Walterboro 1 SW",32.88,-80.67,17.07
803,"COOP",383111,"SC","DILLON","Florence 8 NE",34.28,-79.73,36.58
805,"COOP",382386,"SC","HORRY","Dillon",34.4,-79.35,35.97
807,"COOP",388426,"SC","FLORENCE","Summerville 4w",33.03,-80.22,19.81
809,"COOP",389327,"SC","ALLENDALE|GREENWOOD|LEXINGTON","Winnsboro",34.37,-81.08,170.69
811,"COOP",384886,"SC","EDGEFIELD|YORK","Lake City 2 SE",33.85,-79.72,22.86
813,"COOP",380184,"SC","BERKELEY","Andrews",33.43,-79.57,10.67
815,"COOP",381256,"SC","RICHLAND","Caesars Head",35.1,-82.62,975.36
817,"COOP",383754,"SC","KERSHAW|MCCORMICK","Greenwood",34.18,-82.17,187.45
819,"COOP",381997,"SC","JASPER","Conway",33.82,-79.05,6.1
821,"COOP",380736,"SC","ABBEVILLE","Bishopville 1 ENE",34.22,-80.23,68.28
823,"COOP",385017,"SC","CHESTERFIELD","Laurens",34.48,-82.02,179.53
825,"COOP",386775,"SC","UNION","Pelion 4 NW",33.72,-81.27,137.16
827,"COOP",385633,"SC","ORANGEBURG","Mccoll 3 NNW",34.7,-79.57,57.91
829,"COOP",381726,"SC","COLLETON","Clarks Hill 1 W",33.65,-82.18,115.82
831,"COOP",385200,"SC","OCONEE","Little Mountain",34.18,-81.4,216.71
833,"COOP",388887,"SC","FAIRFIELD","Walhalla",34.73,-83.08,298.7
835,"COOP",386527,"SC","DARLINGTON","Orangeburg 2",33.48,-80.87,54.86
837,"COOP",381770,"SC","CALHOUN","Clemson University",34.65,-82.82,251.16
839,"COOP",387666,"SC","PICKENS","Sandhill Research Elgin",34.13,-80.85,134.11
841,"COOP",387631,"SC","ANDERSON","Saluda",33.98,-81.77,146.3
843,"COOP",381625,"SC","BAMBERG","Chesnee 7 WSW",35.1,-81.97,227.99
845,"COOP",389039,"SC","HAMPTON","Wedgefield",33.9,-80.52,76.2
847,"COOP",387722,"SC","BEAUFORT","Santuck",34.63,-81.52,158.5
849,"COOP",389350,"SC","GREENVILLE|CLARENDON","Winthrop University",34.93,-81.02,210.31
